text,news_link,label,outlet,topic,type,label_opinion,biased_words,uuid,text_length
Harris is also pushing legislation that would dramatically expand the legal and financial incentives for hundreds of thousands of Indian low-wage college graduates to take U.S.-based jobs from U.S. college graduates.,https://www.breitbart.com/immigration/2019/04/03/kamala-harris-congress-should-hire-daca-illegal/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,immigration,0,No agreement,['dramatically'],aAw3G38brnAvafrTFKBZvv,31
Perhaps they refused because Scalise emerged from the shooting understanding that people must be armed to defend themselves when under fire.,https://www.breitbart.com/politics/2019/02/14/house-democrats-refused-let-steve-scalise-defend-2nd-amendment/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,gun-control,0,Somewhat factual but also opinionated,[],jNSEzC3kdCgwcXgS794jU6,21
"Billionaire investor Warren Buffett said on Monday that the wealthy, including himself, are not paying enough taxes.",https://www.reuters.com/article/us-berkshire-buffett/buffett-says-wealthy-americans-are-definitely-undertaxed-idUSKCN1QE1PE?feedType=RSS&feedName=topNews,0,Reuters,taxes,2,Entirely factual,[],8smxtKhjbJaK5qSUYsUbWr,17
"Newly appointed Justice Brett Kavanaugh, in his individual dissent urging the law to go into effect, tipped his hand, Litman continues — he will rely on “flimsy distinctions” and “ostensibly procedural obstacles” to make obtaining an abortion impossible in states that desire to do so.",https://feeds.feedblitz.com/~/596280522/0/alternet_all~This-law-professor-explains-the-Supreme-Court%e2%80%99s-plan-to-kill-abortion-rights/,1,Alternet,abortion,1,Entirely factual,[],cWWSnnC8M7SYEb3dQ8Y3rJ,45
"A fifth of U.S. trans people reported discrimination when seeking a home, and more than one in 10 say they have been evicted for being trans, according to the National Center for Transgender Equality.",https://www.reuters.com/article/us-usa-lgbt-transgender-trfn/calls-to-support-black-trans-women-rise-amid-u-s-protests-idUSKBN23F30A?rpc=401&,0,Reuters,black lives matter,2,Entirely factual,[],awCuNwF5FK2pryLoDM2aKk,34
"The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.",https://eu.usatoday.com/story/news/factcheck/2020/05/07/fact-check-super-rich-got-richer-start-covid-19-pandemic/3069028001/,0,USA Today,middle-class,2,Entirely factual,[],Ygi8ZoUJJTvfLh3NXybZ42,17
"Virginia, where Democrats took control of the legislature by promising stronger gun laws, has become the latest focal point for the contentious American debate around the right to bear arms. ",https://www.reuters.com/article/us-usa-guns-rally/fbi-arrests-three-alleged-neo-nazis-ahead-of-virginia-gun-rally-idUSKBN1ZF2B3?feedType=RSS&feedName=topNews,0,Reuters,gun control,2,Entirely factual,[],aSkecpXpSREi9h3YGNQ7SP,30
"Donald Trump appeared to make some important news via Twitter last night, announcing a dramatic new plan to use Immigration and Customs Enforcement (ICE) agents to remove “millions” of people from American soil.",http://www.msnbc.com/rachel-maddow-show/why-trumps-new-vow-use-ice-deport-millions-matters,1,MSNBC,immigration,1,Somewhat factual but also opinionated,['dramatic'],GV2PbrQSKyyMeYkSwLofKu,33
"Now, with Biden as the Democrat 2020 nominee, and Sen. Kamala Harris (D-CA) as his running mate, the anti-Catholic bias has not only continued, but intensified.",http://feedproxy.google.com/~r/breitbart/~3/wEIhApAIZY0/,1,Breitbart,universal health care,0,Expresses writer’s opinion,"['anti-Catholic', 'bias']",Asr7U5wCy94gbL7GSsgDPh,26
Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. ,https://www.breitbart.com/news/outraged-democrats-vow-to-challenge-court-ruling-undercutting-obamacare/,1,Breitbart,coronavirus,0,Somewhat factual but also opinionated,['Angry'],RNrqfKqZyJxAMjpztu2Eyc,20
It was language distinctly reminiscent of white mobs bitter about the failure of local law enforcement to execute Blacks accused of crimes.,https://www.alternet.org/2020/09/trump-and-the-threat-of-an-unrestrained-mob/?xrs=RebelMouse_fb&ts=1601414966,1,Alternet,gun control,1,Somewhat factual but also opinionated,['mobs'],Kvm98Fm4NgAmXgRPzds3sp,22
While Democrats were busy diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...,https://www.breitbart.com/politics/2020/03/13/pollak-democrats-pushed-impeachment-while-coronavirus-spread/,1,Breitbart,coronavirus,0,Expresses writer’s opinion,['pointless'],Ghhh7wgc25b2BF5g7ZVcw4,31
"But behind the scenes, Trump was getting briefings. Terrible briefings. Really awful stuff. His own campaign manager, Brad Parscale, who was reported to have spent his hefty paycheck from the Trump campaign on condos, a luxury boat and a Ferrari, met with him and showed him his internal poll numbers.",https://www.alternet.org/2020/05/trump-is-a-cornered-rat-and-the-coronavirus-has-him-trapped/,1,Alternet,coronavirus,1,Somewhat factual but also opinionated,"['terrible', 'awful', 'stuff', 'hefty']",oTRHuBWBFHQTs8VJVuKRtP,50
Never Trump leader Rick Wilson’s hypocrisy is not limited to now attacking those who support the Confederate flag after previously supporting it himself.,http://feedproxy.google.com/~r/breitbart/~3/5ZI3bFcWXB4/,1,Breitbart,taxes,0,No agreement,['hypocrisy'],tBJrCJDvqJoFwSGG4LcERG,23
"Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions, assessed Randy Gordon, host of SiriusXM’s At the Fights.",https://www.breitbart.com/radio/2020/02/24/randy-gordon-boxing-shows-how-far-america-has-come-on-race/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,sport,0,Entirely factual,[],9pS8uy52xWufK6ftKMh34y,29
How Bill Barr's Justice Department weaponized the 'rule of law' to attack Trump's political opponents,https://www.alternet.org/2020/09/how-barrs-justice-department-weaponized-the-rule-of-law-to-trumps-political-opponents/,1,Alternet,black lives matter,1,Somewhat factual but also opinionated,['weaponized'],4ZuLNtHrKU4ty7c5pd8FyE,15
"While Pence and the president have tried to paint a rosier picture of the virus and project a return to normalcy, some members of the task force are eager to resume appearances from White House grounds",https://www.nbcnews.com/politics/2020-election/top-members-coronavirus-task-force-advised-against-trump-s-tulsa-n1231585,1,MSNBC,coronavirus,1,Expresses writer’s opinion,['rosier'],CYq92duhPgAbDquYpmoS6X,36
"While each sport has its own rules with regards to religious headwear, Muslim women who compete while wearing a hijab have faced a litany of obstacles.",https://www.huffpost.com/entry/muslim-teen-disqualified-hijab-race_n_5db1b8eae4b0d5b789475647,0,HuffPost,sport,1,Entirely factual,[],jRftTKbkohaGyvmrPBcDmF,26
"A poll released Tuesday finds 75 percent of Americans want substantial restrictions on abortion, including 60 percent of Democrats and 61 percent of those who identify as “pro-choice.”",https://www.breitbart.com/politics/2019/01/15/poll-75-americans-say-abortion-should-be-restricted/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,abortion,0,Entirely factual,[],6564ddk4MtM5DeUJjwh2ZH,28
"Instagram and TikTok influencer Haneen Hossam, 20, is under 15 days detention for a post encouraging women to broadcast videos in exchange for money, while dancer Sama el-Masry faces 15 days detention for posting “indecent” photos and videos.",https://www.reuters.com/article/us-egypt-women-socialmedia-trfn-idUSKCN22A2ZY,0,Reuters,#metoo,2,Entirely factual,[],oMGcothJYd6aJJrA43izSj,38
"New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology, sex, and the male-or-female society during a live Facebook chat in which she was asked about her views on the military draft.",https://www.breitbart.com/politics/2019/04/05/ocasio-cortez-draft-all-genders-for-the-military/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,gender,0,Somewhat factual but also opinionated,['casually'],6mLF63LCanVxvienSPVFi5,34
"Last year, some states tried to ban abortion after just six weeks into a pregnancy ― when many women don’t even know they’re pregnant yet. Considering that 1 in 4 women has an abortion during her lifetime, the effects of these restrictions could prove devastating.",https://www.huffpost.com/entry/what-happens-to-women-who-cant-get-abortions_n_5e30bedec5b693878a8822e6,1,HuffPost,abortion,1,Somewhat factual but also opinionated,['devastating'],wPq5kT6QVp9FTRb93BxxL7,45
"Democratic presidential hopeful Elizabeth Warren told a room full of liberal activists on Saturday that the party needs to fully embrace polices such as higher taxes on the wealthy, wiping out student loan debt and criminal justice reform if they want to win the White House.",https://www.reuters.com/article/us-usa-election-progressives/2020-democratic-hopefuls-party-needs-to-embrace-progressive-ideals-not-trump-voters-idUSKCN1U80P3?feedType=RSS&feedName=topNews,0,Reuters,taxes,2,Entirely factual,[],5rNnpaZjCgcPkdmHGjesEc,46
Oprah Schools Instagram Hater With Receipts After Student Loan Diss,https://www.huffpost.com/entry/oprah-schools-instagram-hater-with-receipts-after-student-loan-diss_n_5ce2dabbe4b0e69c18efe3e2,1,HuffPost,student-debt,1,Entirely factual,[],PCAkExaWSLQXvuvTgK9pNd,10
"Much of this health hazard lies at the feet of folks like RFK Jr., so the idea that Trump was doing the anti-vax slow-jam with this quack a week before Inauguration Day understandably put Twitterverse over the edge",https://thefederalist.com/2017/01/12/no-anti-vaxxer-robert-kennedy-jr-wont-trumps-vaccine-czar/,1,Federalist,vaccines,0,Expresses writer’s opinion,"['anti-vax', 'slow-jam', 'quack']",nAXRi7ktxnchjyobTvtJb6,38
The Republican Party is poised to cement its hold on power in state legislatures and the U.S. House of Representatives after winning nearly every election in which the power to redraw legislative maps was at stake.,https://www.alternet.org/2020/11/gerrymandering/,1,Alternet,gun control,1,Somewhat factual but also opinionated,[],PRBZHSRdAA7r2MmHygwmxX,36
"Dave Patrick Underwood, a 53-year-old man, was shot and killed in the Democrat-run city of Oakland, California, while trying to keep peace in the middle of a riot.",http://feedproxy.google.com/~r/breitbart/~3/cT_erPwcnfw/,0,Breitbart,black lives matter,0,Entirely factual,[],o8FmhUmVEEnCjMPo5Rbmtn,28
"Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades, baseball enthusiasts are perhaps affected most because so many items are needed to play the game.",https://www.alternet.org/2019/09/everything-you-need-to-play-baseball-is-made-in-china-and-getting-hit-by-trumps-tariffs/,0,Alternet,sport,1,Entirely factual,[],gEtuLHJ34xjmrqb75BtgoP,38
Gun control has emerged as one of the most divisive issues in U.S. politics.,https://www.reuters.com/article/us-usa-politics-guns/u-s-gun-control-advocacy-group-to-spend-8-million-on-texas-political-campaigns-idUSKBN20D2NX,0,Reuters,gun control,2,No agreement,[],rum4snWApWnPZA97ovsUXQ,14
"Right wing demonstrators fought with leftist counter protestors in Georgia, Michigan and Oregon on Saturday drawing in riot police and SWAT teams.",https://www.reuters.com/article/us-global-race-protests-stone-mountain/right-wing-groups-clash-with-counter-protesters-in-several-u-s-states-idUSKCN25B115,0,Reuters,black lives matter,2,Entirely factual,[],7MLDimicYWxqrysnA2yEXc,22
"Those fighting for Black racial equality in Britain need to put realistic reform over dreams of revolution, said Imarn Ayton, an activist who has had a prominent role in protests that swept London in recent weeks.",https://www.reuters.com/article/us-minneapolis-police-protests-britain/reform-not-revolution-is-path-to-black-equality-says-uk-activist-idUSKBN23W19Q?utm_medium=Social&utm_source=twitter,1,Reuters,black lives matter,2,Entirely factual,['swept'],VnBa2tVn9QyZxdeMX4ire5,36
"To TrumpWorld, Portland and other Democratic-led big cities (which of course is virtually all of them) are hives of scum and villainy, overrun by criminals and ""rioters,"" which must be conquered by Trump's enforcers and armed vigilante supporters.",https://www.alternet.org/2020/09/expert-on-the-radical-right-warns-that-vigilantes-are-preparing-to-launch-a-coup/,1,Alternet,black lives matter,1,Somewhat factual but also opinionated,"['TrumpWorld', 'scum', 'villainy']",KmpDytz6kqZCk9Nwtjkeus,38
